file,time,nap_period,video_period,exclude_period,pos,code
106/1,2022-03-03T20:05:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:46Z,0,0,0,Prone,Supine
106/1,2022-03-03T20:05:48Z,0,0,0,Held,Supine
106/1,2022-03-03T20:05:51Z,0,0,0,Prone,Supine
106/1,2022-03-03T20:05:53Z,0,0,0,Prone,Supine
106/1,2022-03-03T20:05:54Z,0,0,0,Prone,Supine
106/1,2022-03-03T20:05:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:05:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:11Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:21Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:23Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:41Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:06:59Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:03Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:13Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:15Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:49Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:51Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:07:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:03Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:05Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:15Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:17Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:41Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:53Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:55Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:08:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:05Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:31Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:43Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:45Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:47Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:55Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:09:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:21Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:23Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:33Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:35Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:10:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:13Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:23Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:25Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:11:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:01Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:31Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:51Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:53Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:12:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:11Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:49Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:13:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:01Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:03Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:37Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:39Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:41Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:49Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:51Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:14:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:17Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:19Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:29Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:31Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:55Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:15:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:07Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:09Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:11Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:19Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:45Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:47Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:57Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:16:59Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:23Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:24Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:35Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:37Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:50Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:17:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:00Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:02Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:04Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:13Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:15Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:16Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:18Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:20Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:22Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:25Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:26Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:28Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:30Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:32Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:34Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:36Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:38Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:40Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:42Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:44Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:46Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:48Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:51Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:52Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:54Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:56Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:18:58Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:01Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:03Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:05Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:06Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:08Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:10Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:12Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:14Z,0,0,0,Supine,Supine
106/1,2022-03-03T20:19:16Z,0,0,0,Supine,Supine
